place;catu;sexe;secu1;year_acc;victim_age;catv;obsm;motor;catr;circ;surf;situ;vma;jour;mois;lum;dep;com;agg_;int;atm;col;lat;long;hour;nb_victim;nb_vehicules
10;3;1;8.0;2021;11.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;5;2;1;93;93055;2;1;0.0;6.0;48.8898506464;2.4065934505;8;2;1
1;1;1;2.0;2021;31.0;1.0;2.0;1.0;7;1.0;1.0;1.0;50.0;27;5;1;45;45234;2;2;0.0;4.0;47.90394;1.90973;14;3;3
1;1;1;2.0;2021;47.0;1.0;0.0;1.0;3;2.0;1.0;1.0;30.0;5;4;1;64;64102;2;1;0.0;7.0;43.51008;-1.46817;15;1;1
10;3;2;0.0;2021;7.0;2.0;1.0;1.0;2;2.0;1.0;1.0;50.0;21;5;1;94;94044;2;1;0.0;6.0;48.7462759557;2.510740757;18;2;1
1;1;2;0.0;2021;38.0;1.0;2.0;5.0;3;2.0;1.0;1.0;50.0;17;6;1;72;72176;2;9;0.0;3.0;47.6475056811;0.1529760363;11;2;2
1;1;1;2.0;2021;24.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;3;6;5;13;13206;2;1;0.0;5.0;43.29423;5.38229;22;3;3
1;1;1;2.0;2021;61.0;1.0;0.0;1.0;1;3.0;1.0;1.0;130.0;28;8;1;58;58303;1;1;0.0;6.0;47.028248;3.164234;14;1;1
1;1;1;1.0;2021;25.0;2.0;2.0;1.0;3;2.0;2.0;1.0;90.0;29;12;3;81;81218;1;1;0.0;1.0;43.879954;2.173061;22;3;2
1;1;2;8.0;2021;65.0;1.0;0.0;5.0;4;1.0;1.0;5.0;30.0;27;5;5;75;75105;2;2;0.0;7.0;48.852356;2.348228;22;1;1
2;2;1;1.0;2021;18.0;2.0;0.0;1.0;1;3.0;1.0;2.0;130.0;8;9;3;37;37010;1;1;0.0;6.0;47.5430235753;0.978110075;0;3;1
1;1;1;2.0;2021;76.0;1.0;0.0;1.0;3;2.0;1.0;8.0;50.0;15;7;1;974;97415;2;3;0.0;6.0;-21.042134;55.254946;9;1;1
1;1;1;2.0;2021;65.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;2;11;5;44;44109;2;1;0.0;3.0;47.236271;-1.533911;18;2;2
1;1;1;2.0;2021;71.0;1.0;2.0;1.0;2;2.0;1.0;1.0;50.0;18;9;1;973;97302;2;1;0.0;3.0;4.9207816057;-52.330321312;10;2;2
1;1;2;2.0;2021;50.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;18;7;1;75;75115;2;2;0.0;3.0;48.849375;2.281551;16;2;2
1;1;1;2.0;2021;22.0;1.0;0.0;1.0;7;2.0;2.0;1.0;50.0;4;10;5;13;13209;2;1;0.0;6.0;43.24783;5.40652;21;1;1
1;1;2;1.0;2021;24.0;2.0;2.0;1.0;7;2.0;1.0;1.0;50.0;7;4;1;69;69259;2;2;0.0;2.0;45.6954016647;4.8591274023;12;3;2
1;1;1;8.0;2021;18.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;29;3;1;84;84035;2;1;0.0;6.0;43.84039;5.04751;17;2;2
1;1;1;2.0;2021;73.0;1.0;2.0;5.0;3;2.0;1.0;1.0;70.0;10;4;1;64;64478;1;3;0.0;3.0;43.28831;-0.438171;14;2;2
1;1;1;2.0;2021;24.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;19;7;5;94;94041;2;2;0.0;3.0;48.81372;2.39542;21;2;2
10;3;1;0.0;2021;9.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;4;6;1;74;74012;2;1;0.0;6.0;46.18593;6.23934;17;2;1
1;1;2;1.0;2021;60.0;2.0;0.0;1.0;4;2.0;1.0;1.0;50.0;6;5;1;971;97107;2;1;0.0;3.0;16.04012;-61.5652;11;3;2
1;1;1;0.0;2021;23.0;2.0;0.0;1.0;4;2.0;2.0;3.0;50.0;19;12;4;29;29188;2;6;0.0;6.0;48.7032042405;-3.8337028032;5;2;1
1;1;1;2.0;2021;54.0;1.0;6.0;1.0;3;2.0;1.0;1.0;90.0;28;9;1;23;23247;1;1;0.0;6.0;46.224503;1.741258;7;1;1
1;1;1;2.0;2021;33.0;1.0;2.0;1.0;2;2.0;1.0;1.0;50.0;26;7;1;94;94078;2;3;0.0;3.0;48.7355781165;2.4468451738;17;2;2
1;1;2;1.0;2021;28.0;2.0;2.0;1.0;3;2.0;1.0;1.0;30.0;20;2;2;37;37151;2;1;0.0;1.0;47.4387630632;0.6408247076;7;2;2
1;1;1;0.0;2021;41.0;4.0;2.0;1.0;3;2.0;1.0;5.0;70.0;12;1;2;81;81105;2;1;0.0;1.0;43.770046;1.997257;7;2;2
2;2;1;1.0;2021;24.0;2.0;2.0;1.0;3;1.0;1.0;1.0;50.0;4;7;5;78;78498;2;2;0.0;6.0;48.934073;2.040767;0;3;2
1;1;1;2.0;2021;46.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;20;8;1;74;74208;1;3;0.0;2.0;45.924558;6.668615;10;2;2
1;1;2;1.0;2021;32.0;2.0;0.0;1.0;2;3.0;1.0;1.0;90.0;21;3;3;17;17200;2;1;0.0;7.0;46.17967;-1.15279;0;2;1
1;1;2;8.0;2021;35.0;1.0;2.0;5.0;4;2.0;1.0;1.0;40.0;5;2;5;67;67447;2;1;0.0;6.0;48.609119;7.750413;18;2;2
1;1;1;1.0;2021;42.0;2.0;2.0;1.0;3;2.0;1.0;1.0;50.0;20;8;1;93;93031;2;1;0.0;4.0;48.95968;2.29133;18;5;4
10;3;1;0.0;2021;53.0;2.0;1.0;1.0;6;2.0;1.0;6.0;30.0;13;6;1;47;47323;2;1;0.0;6.0;44.40818;0.72086;11;2;1
1;1;1;2.0;2021;18.0;1.0;2.0;1.0;4;2.0;2.0;1.0;50.0;18;2;1;93;93013;2;1;1.0;3.0;48.9330244769;2.424498315;12;3;2
1;1;1;2.0;2021;32.0;1.0;2.0;1.0;7;3.0;1.0;1.0;70.0;28;5;1;69;69029;1;1;0.0;4.0;45.745248495;4.9062756298;17;4;4
1;1;1;0.0;2021;25.0;1.0;0.0;1.0;2;2.0;1.0;8.0;90.0;26;6;3;971;97112;1;1;0.0;7.0;15.910629;-61.32718;20;1;1
1;1;2;2.0;2021;61.0;1.0;2.0;1.0;3;3.0;1.0;1.0;70.0;3;5;1;71;71192;1;3;0.0;3.0;46.849105;4.162794;8;2;2
1;1;1;1.0;2021;36.0;2.0;2.0;1.0;1;3.0;1.0;1.0;90.0;10;6;1;93;93063;1;1;0.0;4.0;48.8784431814;2.447139925;17;6;6
1;1;1;1.0;2021;61.0;2.0;2.0;1.0;2;3.0;1.0;1.0;70.0;2;3;1;17;17200;1;9;0.0;4.0;46.17809;-1.1588;12;3;3
1;1;1;2.0;2021;44.0;1.0;2.0;1.0;1;3.0;1.0;1.0;90.0;15;11;1;75;75112;1;1;0.0;2.0;48.8217469678;2.4622035027;8;2;2
1;1;1;2.0;2021;28.0;1.0;0.0;1.0;4;1.0;1.0;1.0;50.0;7;10;5;69;69386;2;1;0.0;6.0;45.7686592908;4.8569977283;20;1;1
1;1;2;1.0;2021;26.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;29;5;1;29;29019;2;1;0.0;2.0;48.3954;-4.4883;20;2;2
1;1;1;2.0;2021;27.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;23;4;1;66;66136;2;1;0.0;3.0;42.69795;2.90553;17;2;2
10;3;2;4.0;2021;54.0;3.0;1.0;2.0;3;2.0;1.0;1.0;50.0;22;11;1;29;29004;2;8;0.0;6.0;47.927184;-3.707285;12;2;1
3;2;2;1.0;2021;28.0;2.0;0.0;1.0;4;1.0;1.0;1.0;50.0;15;6;5;13;13202;2;3;0.0;3.0;43.3010777704;5.3642302752;21;4;2
1;1;1;2.0;2021;26.0;1.0;2.0;1.0;1;1.0;1.0;1.0;90.0;12;9;1;13;13106;1;1;0.0;2.0;43.3999247206;5.3541738381;17;4;2
1;1;2;2.0;2021;64.0;1.0;0.0;5.0;3;2.0;1.0;3.0;80.0;12;8;1;68;68106;1;1;0.0;7.0;47.891485;7.107639;15;1;1
10;3;1;0.0;2021;64.0;2.0;1.0;1.0;2;3.0;1.0;1.0;30.0;11;1;1;972;97209;2;1;0.0;6.0;14.6074;-61.06822;7;2;1
1;1;1;2.0;2021;86.0;1.0;0.0;1.0;3;2.0;1.0;3.0;80.0;17;2;1;68;68287;1;1;0.0;6.0;47.967947;7.331797;14;1;1
1;1;1;2.0;2021;44.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;3;9;1;14;14044;2;2;0.0;3.0;49.281514;-0.418017;19;4;2
1;1;1;2.0;2021;21.0;1.0;2.0;3.0;4;2.0;2.0;6.0;30.0;19;6;1;75;75120;2;1;1.0;3.0;48.870124;2.403022;20;2;2
2;2;1;1.0;2021;18.0;2.0;0.0;1.0;4;2.0;2.0;4.0;50.0;22;11;5;56;56107;2;1;1.0;6.0;47.7153;-3.38783;0;2;1
10;3;1;0.0;2021;7.0;1.0;1.0;1.0;3;2.0;2.0;1.0;50.0;27;9;1;92;92004;2;3;1.0;6.0;48.9112901352;2.2853654623;13;2;1
1;1;1;2.0;2021;51.0;1.0;0.0;1.0;3;2.0;2.0;1.0;50.0;22;5;2;57;57516;2;9;1.0;7.0;49.27512;6.594667;18;1;1
1;1;1;2.0;2021;34.0;1.0;2.0;1.0;1;3.0;1.0;1.0;90.0;31;12;3;93;93048;1;1;0.0;3.0;48.86585;2.48162;1;2;2
2;2;1;2.0;2021;15.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;10;7;1;87;87085;2;1;0.0;6.0;45.82732;1.26023;10;2;1
1;1;1;2.0;2021;44.0;1.0;2.0;5.0;3;2.0;2.0;1.0;30.0;22;1;5;56;56083;2;6;0.0;3.0;47.80346;-3.27886;7;2;2
1;1;1;1.0;2021;69.0;2.0;2.0;1.0;3;2.0;3.0;1.0;80.0;21;5;1;24;24079;1;2;1.0;3.0;45.39188;0.651927;13;3;2
10;3;2;0.0;2021;54.0;2.0;1.0;1.0;6;2.0;1.0;1.0;30.0;5;1;1;24;24145;1;9;0.0;6.0;44.85198;0.53156;15;2;1
1;1;1;2.0;2021;22.0;1.0;2.0;1.0;1;1.0;2.0;1.0;90.0;16;5;1;11;11225;1;1;1.0;3.0;43.3189;1.8749;16;5;2
1;1;2;1.0;2021;38.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;19;12;1;50;50564;1;1;0.0;6.0;49.260261;-1.276324;13;1;1
1;1;2;1.0;2021;53.0;2.0;2.0;1.0;4;3.0;1.0;1.0;50.0;14;12;5;69;69286;2;1;1.0;2.0;45.81846;4.90427;17;2;2
10;3;1;0.0;2021;99.0;5.0;1.0;1.0;4;1.0;1.0;1.0;50.0;1;3;1;75;75116;2;2;0.0;6.0;48.839569;2.263335;9;2;1
1;1;1;1.0;2021;41.0;2.0;2.0;1.0;2;3.0;2.0;1.0;90.0;26;5;2;35;35206;1;1;1.0;2.0;48.07917;-1.69091;7;2;2
10;3;2;0.0;2021;18.0;2.0;1.0;1.0;7;2.0;1.0;1.0;50.0;13;9;1;63;63075;2;3;0.0;6.0;45.781263035;3.0694450624;15;2;1
1;1;1;2.0;2021;42.0;1.0;2.0;1.0;3;2.0;1.0;1.0;30.0;14;4;1;80;80010;2;1;0.0;1.0;49.756281;2.362552;11;3;2
2;2;2;1.0;2021;50.0;5.0;2.0;1.0;3;2.0;1.0;1.0;80.0;7;8;2;38;38238;2;2;0.0;3.0;45.500812;5.011989;20;8;2
1;1;2;1.0;2021;19.0;2.0;2.0;1.0;2;2.0;1.0;1.0;50.0;16;6;5;30;30007;2;2;0.0;6.0;44.13375;4.07834;1;2;2
1;1;1;8.0;2021;48.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;23;8;1;13;13204;2;2;0.0;3.0;43.29869;5.40123;19;2;2
1;1;1;8.0;2021;16.0;1.0;2.0;5.0;4;1.0;1.0;5.0;50.0;14;12;1;72;72003;2;1;0.0;3.0;47.9741;0.15906;11;2;2
1;1;1;2.0;2021;59.0;1.0;2.0;1.0;1;3.0;1.0;1.0;90.0;26;10;2;93;93066;1;1;0.0;5.0;48.92219;2.36125;8;3;3
1;1;1;2.0;2021;19.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;29;7;1;49;49193;2;3;0.0;1.0;47.129777;-0.897054;19;2;2
1;1;1;2.0;2021;55.0;1.0;2.0;1.0;4;1.0;1.0;1.0;70.0;9;10;1;75;75114;2;4;0.0;7.0;48.823131;2.31157;11;1;1
1;1;1;8.0;2021;13.0;1.0;2.0;5.0;7;4.0;1.0;8.0;50.0;8;12;1;45;45284;2;6;0.0;1.0;47.91058;1.95236;17;2;2
1;1;1;1.0;2021;27.0;2.0;0.0;1.0;3;2.0;2.0;3.0;90.0;27;6;2;12;12243;1;1;0.0;6.0;44.02743;2.965;6;1;1
1;1;1;2.0;2021;32.0;1.0;2.0;1.0;1;1.0;1.0;1.0;70.0;2;9;5;94;94069;1;1;0.0;6.0;48.81655;2.44524;2;2;2
10;3;1;0.0;2021;12.0;2.0;1.0;2.0;4;1.0;1.0;1.0;30.0;24;6;1;75;75109;2;7;0.0;6.0;48.883452;2.329877;14;2;1
1;1;1;1.0;2021;22.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;26;1;1;13;13211;2;3;0.0;3.0;43.3073995503;5.501158283;12;2;2
1;1;1;8.0;2021;28.0;1.0;2.0;5.0;4;2.0;2.0;1.0;50.0;12;3;1;49;49007;2;1;0.0;2.0;47.466743;-0.593948;13;2;2
1;1;1;2.0;2021;50.0;1.0;2.0;5.0;4;1.0;1.0;6.0;30.0;28;8;1;74;74010;2;6;0.0;1.0;45.878018;6.09355;14;2;2
1;1;1;1.0;2021;44.0;2.0;2.0;1.0;4;1.0;1.0;1.0;70.0;10;10;1;75;75116;2;4;0.0;5.0;48.835219;2.260359;8;4;4
1;1;1;2.0;2021;34.0;1.0;2.0;1.0;4;3.0;1.0;1.0;50.0;18;8;1;64;64102;2;1;0.0;3.0;43.46913;-1.48981;17;2;2
1;1;2;8.0;2021;31.0;2.0;0.0;1.0;3;2.0;2.0;3.0;70.0;12;7;1;18;18159;1;1;1.0;7.0;47.356562;2.169212;16;1;1
1;1;1;1.0;2021;26.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;4;7;1;13;13215;2;1;0.0;3.0;43.3333152;5.3585199;18;3;3
1;1;1;1.0;2021;19.0;5.0;2.0;1.0;4;2.0;1.0;1.0;50.0;21;1;5;38;38151;2;2;0.0;3.0;45.14474;5.71053;6;4;2
1;1;1;2.0;2021;22.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;9;3;1;12;12208;2;1;0.0;5.0;43.957372;2.880172;8;5;4
2;2;2;2.0;2021;18.0;1.0;2.0;1.0;1;1.0;1.0;1.0;90.0;30;7;5;94;94028;1;9;0.0;6.0;48.77952;2.44109;23;3;2
1;1;1;1.0;2021;40.0;2.0;2.0;1.0;3;2.0;1.0;1.0;70.0;30;1;3;11;11262;1;1;0.0;1.0;43.172228;3.067632;19;5;2
2;2;2;1.0;2021;18.0;2.0;0.0;1.0;4;1.0;2.0;1.0;50.0;3;10;3;75;75120;2;4;1.0;6.0;48.866962;2.413435;5;2;1
2;2;2;1.0;2021;51.0;2.0;0.0;1.0;3;2.0;5.0;3.0;80.0;25;1;1;1;1200;1;1;1.0;6.0;46.097512;5.484023;8;2;1
1;1;1;1.0;2021;64.0;2.0;2.0;1.0;4;1.0;2.0;1.0;50.0;4;12;1;33;33119;2;3;1.0;1.0;44.8569588781;-0.5373939872;13;2;2
1;1;1;2.0;2021;32.0;1.0;2.0;5.0;3;2.0;1.0;1.0;80.0;9;8;1;74;74221;1;1;0.0;3.0;45.991569;6.47341;12;2;2
10;3;2;0.0;2021;14.0;2.0;1.0;1.0;3;1.0;2.0;1.0;50.0;21;1;2;51;51454;2;3;0.0;7.0;49.2298998058;4.0355499161;7;2;1
1;1;1;8.0;2021;41.0;1.0;0.0;5.0;3;1.0;1.0;1.0;50.0;8;9;1;94;94003;2;1;0.0;6.0;48.81056;2.33053;7;2;2
10;3;1;0.0;2021;17.0;3.0;1.0;1.0;3;2.0;1.0;1.0;50.0;18;10;5;94;94074;2;2;0.0;6.0;48.765352;2.447691;7;2;1
2;2;2;2.0;2021;17.0;1.0;2.0;1.0;4;2.0;2.0;1.0;50.0;22;1;2;81;81004;2;3;0.0;3.0;43.9303202011;2.1569684927;7;3;2
1;1;1;2.0;2021;68.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;19;6;1;47;47285;1;1;0.0;2.0;44.426923;0.12777;18;2;2
1;1;1;1.0;2021;22.0;2.0;0.0;1.0;1;3.0;1.0;1.0;130.0;14;5;1;2;2303;1;1;0.0;2.0;49.863756;3.236895;17;3;2
1;1;1;1.0;2021;21.0;2.0;0.0;1.0;3;2.0;2.0;3.0;50.0;25;4;1;64;64010;2;1;0.0;7.0;43.339467;-1.02194;8;1;1
1;1;1;1.0;2021;22.0;2.0;0.0;1.0;4;2.0;2.0;1.0;50.0;27;11;3;69;69286;1;1;1.0;6.0;45.82548;4.88048;3;2;1
2;2;2;1.0;2021;90.0;2.0;0.0;1.0;1;1.0;1.0;1.0;90.0;11;2;1;13;13001;1;1;0.0;6.0;43.52342;5.4266;9;2;1
1;1;1;2.0;2021;57.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;15;8;1;66;66205;1;1;0.0;1.0;42.823492;2.713119;16;2;2
2;2;1;1.0;2021;74.0;2.0;0.0;1.0;4;1.0;1.0;8.0;10.0;16;7;1;92;92025;2;1;0.0;6.0;48.9202420764;2.246838212;10;2;1
1;1;2;1.0;2021;62.0;2.0;2.0;1.0;3;2.0;1.0;1.0;50.0;12;9;1;6;6079;1;1;0.0;1.0;43.522041;6.933344;15;2;2
10;3;1;0.0;2021;50.0;2.0;1.0;1.0;7;2.0;1.0;1.0;50.0;15;2;1;83;83090;2;1;0.0;6.0;43.123427;5.84748;7;2;1
1;1;2;2.0;2021;34.0;1.0;0.0;1.0;4;2.0;2.0;1.0;50.0;3;8;1;49;49007;2;1;0.0;7.0;47.4551;-0.5631;11;1;1
1;1;1;8.0;2021;48.0;2.0;2.0;1.0;1;2.0;2.0;1.0;90.0;13;3;3;94;94017;1;1;1.0;4.0;48.83008;2.48698;21;3;3
1;1;2;2.0;2021;21.0;1.0;2.0;5.0;4;1.0;1.0;5.0;50.0;6;7;1;92;92051;2;1;0.0;3.0;48.8819767379;2.2797462344;10;2;2
1;1;1;2.0;2021;62.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;26;6;2;71;71106;2;2;1.0;3.0;46.436899;4.268237;19;3;2
1;1;1;2.0;2021;51.0;1.0;0.0;1.0;3;2.0;1.0;3.0;90.0;6;8;1;3;3223;1;1;0.0;7.0;46.177286;3.585652;19;1;1
1;1;1;8.0;2021;23.0;1.0;1.0;5.0;4;1.0;1.0;4.0;50.0;25;3;5;94;94002;2;1;0.0;6.0;48.81418;2.41543;19;2;1
1;1;2;1.0;2021;38.0;2.0;0.0;2.0;7;2.0;1.0;1.0;50.0;30;9;5;69;69382;2;1;0.0;7.0;45.7411431119;4.8242257377;3;1;1
2;2;2;2.0;2021;63.0;1.0;0.0;1.0;3;2.0;1.0;1.0;80.0;8;5;1;63;63264;1;1;0.0;7.0;45.618015;2.82413;11;2;1
2;2;1;1.0;2021;37.0;2.0;2.0;2.0;4;2.0;2.0;1.0;50.0;21;11;1;94;94002;2;2;1.0;3.0;48.78587;2.4296;12;3;2
10;3;2;8.0;2021;90.0;2.0;1.0;1.0;4;1.0;1.0;1.0;50.0;23;5;5;13;13213;2;1;0.0;6.0;43.3363155813;5.4263019562;19;2;1
10;3;1;0.0;2021;19.0;5.0;1.0;1.0;4;2.0;2.0;1.0;50.0;25;11;5;11;11069;2;2;1.0;6.0;43.20852;2.33029;19;2;1
1;1;2;8.0;2021;40.0;1.0;0.0;5.0;3;2.0;1.0;1.0;50.0;19;11;1;92;92064;2;1;0.0;1.0;48.8434754829;2.2206705809;12;2;2
10;3;1;0.0;2021;16.0;5.0;1.0;1.0;3;2.0;2.0;1.0;50.0;2;2;5;38;38247;2;1;1.0;3.0;45.80931;5.402505;7;2;1
1;1;1;2.0;2021;22.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;24;6;1;63;63113;2;3;0.0;1.0;45.76675;3.09606;19;2;2
10;3;2;0.0;2021;20.0;2.0;1.0;1.0;3;2.0;2.0;1.0;50.0;28;1;2;82;82033;2;1;0.0;6.0;44.033389;1.121163;7;2;1
1;1;1;2.0;2021;46.0;1.0;2.0;1.0;3;4.0;1.0;1.0;50.0;25;1;5;93;93005;2;2;0.0;1.0;48.9402387713;2.5021933384;18;2;2
1;1;2;2.0;2021;20.0;1.0;0.0;3.0;4;2.0;1.0;5.0;30.0;21;8;5;75;75104;2;1;0.0;7.0;48.85715;2.352923;3;2;1
1;1;1;2.0;2021;19.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;25;11;3;45;45020;1;3;0.0;1.0;47.843358;1.666164;18;2;2
1;1;1;2.0;2021;34.0;1.0;2.0;1.0;4;2.0;2.0;1.0;30.0;4;12;5;75;75107;2;4;1.0;4.0;48.862866;2.318048;19;4;3
1;1;2;1.0;2021;30.0;6.0;0.0;1.0;4;2.0;2.0;3.0;80.0;6;8;1;19;19075;1;1;0.0;6.0;45.2655999316;1.9194062836;14;3;1
1;1;1;8.0;2021;21.0;2.0;0.0;1.0;3;2.0;1.0;1.0;80.0;18;4;1;63;63192;1;1;0.0;6.0;45.528437;2.699713;7;1;1
1;1;2;1.0;2021;38.0;2.0;9.0;1.0;3;2.0;9.0;8.0;50.0;23;7;1;67;67330;1;1;0.0;7.0;48.913926;8.03298;16;1;1
1;1;1;2.0;2021;38.0;1.0;2.0;1.0;4;1.0;1.0;1.0;50.0;30;4;2;92;92025;2;9;0.0;2.0;48.9153400709;2.2329504043;21;2;2
1;1;1;2.0;2021;53.0;1.0;0.0;1.0;4;2.0;1.0;1.0;50.0;23;7;1;69;69244;2;1;0.0;3.0;45.7570874691;4.7803124342;8;2;2
1;1;1;8.0;2021;34.0;2.0;2.0;1.0;2;2.0;1.0;1.0;80.0;16;4;3;84;84063;1;9;0.0;3.0;44.270806;4.698758;5;2;2
1;1;2;1.0;2021;47.0;2.0;2.0;1.0;1;3.0;5.0;1.0;90.0;27;11;3;42;42330;1;1;1.0;2.0;45.4721477048;4.3633732795;21;3;2
7;2;1;1.0;2021;40.0;2.0;2.0;1.0;1;3.0;1.0;1.0;130.0;27;1;1;69;69019;1;1;0.0;3.0;46.094186;4.74575;11;6;2
1;1;1;2.0;2021;26.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;24;6;1;75;75116;2;3;0.0;3.0;48.859622;2.287714;10;3;2
1;1;1;2.0;2021;32.0;1.0;2.0;1.0;4;3.0;1.0;1.0;50.0;20;2;1;86;86194;2;1;0.0;3.0;46.574769;0.3289;15;4;2
10;3;2;0.0;2021;44.0;2.0;1.0;1.0;4;1.0;1.0;1.0;30.0;20;4;1;94;94080;2;1;0.0;6.0;48.847065;2.443369;12;2;1
10;3;1;0.0;2021;47.0;5.0;1.0;1.0;3;2.0;1.0;1.0;50.0;9;3;1;4;4112;2;1;0.0;6.0;43.83599;5.80205;17;3;1
1;1;1;1.0;2021;29.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;23;12;3;22;22144;1;1;0.0;1.0;48.492009;-2.847605;0;2;2
10;3;1;0.0;2021;46.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;25;6;5;17;17300;2;1;0.0;6.0;46.15616;-1.14296;0;2;1
1;1;2;2.0;2021;35.0;1.0;2.0;3.0;4;1.0;2.0;1.0;50.0;7;12;1;33;33063;2;2;1.0;3.0;44.81901;-0.57676;16;2;2
1;1;1;1.0;2021;52.0;2.0;2.0;1.0;3;2.0;2.0;1.0;80.0;11;12;1;22;22208;1;1;1.0;1.0;48.316909;-2.021184;15;3;2
1;1;1;1.0;2021;27.0;2.0;2.0;1.0;4;1.0;1.0;1.0;70.0;11;5;1;75;75117;2;1;0.0;4.0;48.900673;2.326149;16;5;4
1;1;1;2.0;2021;27.0;1.0;2.0;1.0;4;1.0;1.0;1.0;50.0;16;9;1;31;31555;2;1;0.0;2.0;43.603737;1.450709;9;3;2
10;3;1;0.0;2021;89.0;1.0;1.0;1.0;4;2.0;1.0;1.0;50.0;31;7;1;22;22113;2;1;0.0;6.0;48.7339402336;-3.4430359716;17;2;1
1;1;1;2.0;2021;23.0;1.0;0.0;1.0;3;2.0;1.0;4.0;50.0;20;6;3;6;6069;1;1;0.0;7.0;43.640015;6.980661;3;1;1
1;1;1;2.0;2021;23.0;1.0;2.0;1.0;1;3.0;1.0;1.0;90.0;21;10;2;93;93048;1;1;0.0;3.0;48.86544;2.48193;19;2;2
1;1;2;8.0;2021;21.0;1.0;2.0;5.0;3;2.0;2.0;5.0;50.0;27;1;5;94;94043;2;1;1.0;3.0;48.80556;2.34791;18;2;2
10;3;1;0.0;2021;15.0;5.0;1.0;1.0;3;1.0;2.0;1.0;50.0;14;5;1;92;92044;2;5;0.0;6.0;48.8982917937;2.2943669558;18;2;1
10;3;2;0.0;2021;87.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;1;7;1;66;66136;2;1;0.0;6.0;42.70081;2.89168;16;2;1
10;3;1;0.0;2021;16.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;2;7;1;6;6069;2;1;1.0;6.0;43.651234;6.926209;19;4;1
2;2;2;1.0;2021;15.0;2.0;2.0;1.0;3;2.0;1.0;1.0;50.0;20;4;1;93;93057;2;2;0.0;3.0;48.90285;2.5083;9;3;2
1;1;1;1.0;2021;52.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;15;9;1;35;35289;1;1;0.0;1.0;47.859817;-1.82415;9;5;2
1;1;1;2.0;2021;46.0;1.0;2.0;1.0;2;2.0;1.0;1.0;50.0;2;3;1;978;97801;2;1;0.0;1.0;18.061797;-63.111885;11;2;2
1;1;1;2.0;2021;35.0;1.0;0.0;1.0;3;2.0;6.0;1.0;80.0;29;10;1;11;11304;1;1;0.0;7.0;42.879423;2.168941;11;1;1
1;1;1;2.0;2021;34.0;1.0;0.0;1.0;2;2.0;1.0;1.0;50.0;20;8;3;972;97209;1;1;0.0;6.0;14.66971;-61.09066;18;1;1
1;1;1;1.0;2021;26.0;2.0;0.0;1.0;4;2.0;1.0;3.0;80.0;29;8;1;73;73298;1;1;0.0;6.0;45.647555;6.437366;19;1;1
1;1;1;1.0;2021;19.0;2.0;0.0;1.0;3;2.0;2.0;3.0;70.0;2;11;1;12;12089;2;1;0.0;6.0;44.5732150007;2.2461903096;13;1;1
1;1;2;1.0;2021;79.0;2.0;2.0;1.0;7;1.0;1.0;1.0;90.0;25;2;1;45;45284;1;1;0.0;2.0;47.92495;1.97947;14;2;2
10;3;1;8.0;2021;20.0;2.0;1.0;1.0;6;2.0;2.0;8.0;30.0;3;1;1;25;25580;2;1;0.0;6.0;47.4538;6.82644;15;2;1
1;1;1;1.0;2021;86.0;2.0;0.0;1.0;3;2.0;1.0;3.0;90.0;24;10;2;3;3320;1;1;0.0;7.0;46.563681;2.981447;9;1;1
1;1;1;2.0;2021;33.0;1.0;2.0;1.0;2;2.0;1.0;1.0;80.0;23;9;1;66;66167;1;1;0.0;1.0;42.472152;2.054207;14;3;2
