place;catu;sexe;secu1;year_acc;victim_age;catv;obsm;motor;catr;circ;surf;situ;vma;jour;mois;lum;dep;com;agg_;int;atm;col;lat;long;hour;nb_victim;nb_vehicules
1;1;1;2.0;2021;32.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;9;10;5;75;75115;2;2;0.0;3.0;48.828494;2.301386;19;2;2
1;1;1;2.0;2021;48.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;4;5;1;92;92062;2;1;0.0;3.0;48.8753994909;2.2329162061;10;2;2
5;2;1;0.0;2021;20.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;12;9;1;67;67023;1;1;0.0;6.0;48.78748;7.710865;8;3;1
1;1;1;8.0;2021;57.0;1.0;2.0;3.0;4;1.0;1.0;5.0;30.0;1;11;1;75;75119;2;4;0.0;2.0;48.875178;2.373692;11;2;2
1;1;2;2.0;2021;21.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;16;3;2;69;69266;2;3;0.0;3.0;45.7696558981;4.8788174987;18;2;2
10;3;1;0.0;2021;41.0;1.0;1.0;1.0;3;3.0;2.0;1.0;50.0;21;11;3;93;93031;2;9;0.0;6.0;48.95054;2.32946;20;2;1
7;2;2;1.0;2021;18.0;2.0;0.0;1.0;3;2.0;1.0;3.0;70.0;2;11;3;56;56240;1;1;0.0;6.0;47.540861;-2.693281;0;4;1
10;3;1;8.0;2021;48.0;2.0;1.0;1.0;4;2.0;1.0;4.0;50.0;7;4;1;91;91549;2;2;0.0;6.0;48.64438;2.3432;18;2;1
1;1;1;0.0;2021;14.0;1.0;0.0;1.0;3;2.0;3.0;1.0;50.0;6;7;1;44;44209;2;6;0.0;6.0;47.331755;-1.617833;16;2;2
1;1;1;2.0;2021;18.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;28;8;1;24;24520;2;3;0.0;3.0;44.90572;1.20182;15;2;2
3;2;2;8.0;2021;22.0;2.0;2.0;1.0;4;1.0;1.0;4.0;50.0;25;4;2;13;13001;2;1;0.0;1.0;43.52568;5.45507;6;4;1
1;1;1;1.0;2021;63.0;2.0;2.0;1.0;3;2.0;2.0;1.0;50.0;16;3;2;69;69092;2;3;1.0;3.0;45.99871;4.70644;19;2;2
2;2;1;1.0;2021;19.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;25;6;1;39;39397;1;1;0.0;1.0;46.502645;5.655572;6;4;2
2;2;1;1.0;2021;50.0;2.0;2.0;1.0;7;1.0;1.0;1.0;50.0;20;2;1;13;13202;2;1;0.0;2.0;43.327133;5.357263;11;3;2
1;1;1;2.0;2021;19.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;16;3;1;6;6027;2;1;0.0;5.0;43.665892;7.169924;16;3;3
6;2;1;8.0;2021;21.0;2.0;0.0;1.0;3;2.0;1.0;1.0;80.0;30;5;3;64;64233;1;1;0.0;7.0;43.567021;-0.262674;4;2;1
1;1;2;8.0;2021;63.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;27;5;1;83;83063;1;1;0.0;1.0;43.3001564583;6.4905568957;13;2;2
1;1;1;2.0;2021;30.0;1.0;1.0;1.0;3;1.0;1.0;1.0;50.0;7;6;1;95;95063;2;1;0.0;6.0;48.92346;2.21725;18;3;1
10;3;2;0.0;2021;12.0;5.0;1.0;1.0;4;2.0;1.0;1.0;50.0;10;3;1;91;91333;1;1;0.0;6.0;48.61446;2.25952;13;2;1
1;1;2;1.0;2021;35.0;2.0;2.0;1.0;3;2.0;1.0;1.0;90.0;4;7;1;14;14106;1;4;0.0;3.0;49.222012;-0.236099;20;5;2
1;1;1;8.0;2021;15.0;2.0;0.0;1.0;3;2.0;1.0;3.0;70.0;21;8;3;45;45335;1;1;0.0;6.0;47.805027;2.109461;0;3;1
5;2;1;0.0;2021;17.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;2;1;1;12;12140;1;1;0.0;6.0;44.361952;1.932703;16;3;1
1;1;2;1.0;2021;23.0;2.0;0.0;1.0;1;2.0;2.0;1.0;70.0;14;9;3;93;93027;1;1;1.0;3.0;48.92848;2.4142;22;1;1
1;1;1;1.0;2021;67.0;2.0;2.0;1.0;1;2.0;1.0;1.0;130.0;19;10;3;59;59160;1;1;0.0;4.0;50.426891126;3.6435073614;19;4;4
10;3;1;0.0;2021;13.0;2.0;1.0;1.0;3;2.0;1.0;1.0;50.0;10;11;1;25;25031;2;1;0.0;6.0;47.48537;6.83528;11;2;1
1;1;1;2.0;2021;57.0;1.0;2.0;1.0;4;2.0;2.0;1.0;50.0;31;7;1;50;50502;2;2;1.0;3.0;49.11087;-1.05755;13;2;2
1;1;1;2.0;2021;17.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;17;10;5;6;6069;2;1;0.0;2.0;43.640659;6.917758;2;2;2
1;1;1;2.0;2021;68.0;1.0;2.0;6.0;3;1.0;1.0;1.0;70.0;30;9;1;83;83018;1;6;1.0;3.0;43.3448600052;6.1724656668;10;2;2
1;1;1;2.0;2021;39.0;1.0;2.0;1.0;4;1.0;1.0;1.0;50.0;13;3;1;69;69386;2;2;0.0;3.0;45.76738;4.85072;16;2;2
1;1;1;2.0;2021;33.0;1.0;0.0;1.0;4;1.0;2.0;1.0;70.0;15;9;1;75;75114;2;1;1.0;7.0;48.824936;2.303477;11;1;1
1;1;2;0.0;2021;12.0;1.0;2.0;5.0;3;3.0;2.0;1.0;50.0;28;12;2;38;38193;2;6;1.0;3.0;45.615767;5.225716;16;2;2
1;1;2;8.0;2021;30.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;22;7;1;75;75108;2;1;0.0;3.0;48.87476;2.29577;14;2;2
1;1;2;2.0;2021;36.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;27;4;1;67;67180;1;1;0.0;3.0;48.81215;7.93295;19;2;2
1;1;1;1.0;2021;31.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;9;6;2;16;16148;1;1;0.0;1.0;45.811216;0.004457;21;3;2
1;1;2;1.0;2021;55.0;2.0;0.0;1.0;7;2.0;1.0;8.0;90.0;11;3;1;6;6109;1;1;0.0;7.0;43.826911;7.198834;8;1;1
1;1;2;1.0;2021;43.0;2.0;2.0;1.0;7;2.0;1.0;1.0;70.0;8;12;1;83;83069;2;1;0.0;2.0;43.06671;6.14723;13;2;2
1;1;1;2.0;2021;56.0;1.0;0.0;1.0;3;2.0;1.0;1.0;90.0;1;5;1;10;10341;1;3;0.0;1.0;48.512635;3.681176;15;2;2
10;3;1;0.0;2021;11.0;1.0;1.0;1.0;4;2.0;1.0;1.0;30.0;30;11;1;75;75116;2;4;0.0;6.0;48.868919;2.29152;13;2;1
1;1;1;1.0;2021;55.0;4.0;2.0;1.0;4;2.0;2.0;1.0;50.0;16;9;1;69;69142;2;1;1.0;3.0;45.72637;4.81221;15;2;2
1;1;2;0.0;2021;68.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;18;6;1;84;84054;2;3;0.0;3.0;43.911907;5.067916;9;2;2
10;3;2;0.0;2021;72.0;3.0;1.0;3.0;4;2.0;1.0;6.0;50.0;15;10;1;37;37261;2;2;0.0;6.0;47.396767957;0.6861933511;17;2;1
1;1;1;8.0;2021;20.0;1.0;0.0;1.0;3;2.0;1.0;1.0;50.0;9;6;1;94;94081;2;1;0.0;3.0;48.8;2.41;11;2;2
1;1;2;1.0;2021;18.0;2.0;0.0;1.0;3;2.0;2.0;1.0;80.0;27;6;1;14;14764;1;1;1.0;6.0;48.870375;-0.406344;17;1;1
1;1;2;1.0;2021;40.0;2.0;2.0;1.0;1;1.0;1.0;1.0;70.0;21;6;1;13;13055;1;1;0.0;2.0;43.29922;5.42328;7;3;3
1;1;1;2.0;2021;68.0;1.0;0.0;1.0;2;3.0;1.0;1.0;110.0;17;8;1;3;3298;1;1;0.0;7.0;46.312108;3.389325;19;1;1
1;1;1;1.0;2021;91.0;2.0;2.0;1.0;1;3.0;1.0;1.0;110.0;27;10;2;49;49377;1;9;0.0;4.0;47.518324;-0.43249;17;6;5
1;1;1;2.0;2021;43.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;3;8;1;91;91477;2;1;0.0;2.0;48.71667;2.25;16;2;2
1;1;1;2.0;2021;72.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;13;9;1;83;83137;2;1;0.0;3.0;43.11994;5.9328;10;2;2
1;1;2;1.0;2021;42.0;2.0;2.0;1.0;2;3.0;2.0;1.0;110.0;9;12;1;80;80021;1;1;1.0;3.0;49.9252834839;2.3200036979;12;2;2
10;3;2;0.0;2021;23.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;28;6;1;42;42187;2;2;0.0;6.0;46.03769;4.06155;20;2;1
10;3;1;0.0;2021;21.0;2.0;1.0;1.0;4;4.0;1.0;1.0;30.0;11;11;1;75;75120;2;7;1.0;6.0;48.853527;2.413588;12;2;1
1;1;1;1.0;2021;27.0;2.0;2.0;1.0;1;2.0;2.0;1.0;90.0;5;12;1;94;94017;1;1;1.0;2.0;48.8297175111;2.4830468102;13;2;2
1;1;2;1.0;2021;50.0;2.0;2.0;1.0;3;2.0;1.0;1.0;30.0;21;6;1;91;91114;2;1;0.0;4.0;48.68749;2.49342;9;4;3
1;1;1;2.0;2021;36.0;1.0;2.0;1.0;1;3.0;1.0;1.0;90.0;5;9;1;93;93053;1;1;0.0;2.0;48.8799715049;2.4504125118;19;2;2
10;3;2;0.0;2021;19.0;3.0;1.0;1.0;3;3.0;1.0;1.0;50.0;15;8;1;95;95680;2;1;0.0;6.0;49.010388;2.384154;15;2;1
1;1;1;1.0;2021;26.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;28;12;1;14;14699;2;3;0.0;3.0;49.346594;0.10082;14;2;2
1;1;2;1.0;2021;42.0;2.0;2.0;1.0;4;3.0;1.0;1.0;50.0;25;3;1;33;33063;2;3;0.0;4.0;44.8500637361;-0.5440602412;16;5;3
1;1;1;8.0;2021;28.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;31;5;1;75;75112;2;1;0.0;2.0;48.847178;2.395696;18;2;2
1;1;1;2.0;2021;56.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;30;9;1;11;11069;2;2;0.0;3.0;43.1993;2.3273;7;2;2
1;1;1;2.0;2021;18.0;1.0;0.0;1.0;1;1.0;1.0;1.0;70.0;5;6;3;94;94028;1;1;0.0;7.0;48.80147;2.44668;23;1;1
1;1;1;1.0;2021;59.0;2.0;2.0;2.0;1;3.0;1.0;1.0;130.0;12;3;1;91;91161;1;1;0.0;5.0;48.69577;2.31726;10;6;6
2;2;1;2.0;2021;20.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;19;2;1;85;85191;2;1;0.0;3.0;46.66188;-1.42603;9;3;2
1;1;1;2.0;2021;27.0;1.0;2.0;1.0;2;2.0;1.0;1.0;90.0;26;8;1;5;5045;1;1;0.0;2.0;44.531682;6.439193;8;2;2
1;1;1;8.0;2021;35.0;1.0;0.0;1.0;2;3.0;1.0;1.0;50.0;18;9;3;971;97101;2;1;0.0;6.0;16.26352;-61.5131;1;1;1
1;1;1;2.0;2021;25.0;1.0;2.0;1.0;4;1.0;1.0;4.0;50.0;2;8;1;69;69387;2;3;0.0;3.0;45.75151;4.84744;13;2;2
1;1;2;1.0;2021;57.0;2.0;0.0;1.0;4;1.0;1.0;1.0;50.0;23;11;1;13;13210;2;1;0.0;1.0;43.282;5.393;13;1;1
1;1;1;8.0;2021;24.0;1.0;2.0;5.0;4;1.0;1.0;5.0;50.0;4;9;5;69;69034;2;9;0.0;1.0;45.78276;4.83639;22;2;2
1;1;1;2.0;2021;17.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;26;1;2;81;81004;2;1;0.0;3.0;43.93659;2.14681;7;2;2
1;1;1;2.0;2021;53.0;1.0;9.0;1.0;4;2.0;1.0;1.0;50.0;22;4;1;6;6083;2;1;0.0;2.0;43.77648;7.477812;9;2;2
1;1;1;2.0;2021;52.0;1.0;2.0;1.0;4;2.0;1.0;1.0;70.0;18;5;1;971;97113;1;1;0.0;1.0;16.23364;-61.45596;15;2;2
1;1;1;1.0;2021;52.0;2.0;0.0;1.0;3;2.0;1.0;1.0;50.0;28;5;1;24;24037;2;1;0.0;2.0;44.8433;0.49569;14;2;2
10;3;1;0.0;2021;77.0;1.0;1.0;1.0;4;2.0;1.0;1.0;50.0;23;7;1;75;75118;2;1;0.0;6.0;48.897202;2.345007;16;2;1
10;3;2;0.0;2021;85.0;2.0;1.0;1.0;4;1.0;1.0;1.0;50.0;20;7;1;69;69387;2;2;0.0;6.0;45.7490668654;4.8534622531;13;2;1
1;1;1;0.0;2021;28.0;1.0;2.0;3.0;4;2.0;1.0;1.0;30.0;8;9;1;51;51662;2;2;0.0;3.0;49.2931302971;4.1222915823;17;2;2
1;1;1;1.0;2021;20.0;2.0;0.0;1.0;3;3.0;1.0;3.0;110.0;22;12;3;95;95046;1;1;0.0;6.0;49.136755;1.823797;19;1;1
1;1;1;2.0;2021;28.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;5;9;1;63;63370;1;1;0.0;3.0;45.656408;2.690492;16;3;2
1;1;1;8.0;2021;17.0;1.0;2.0;3.0;4;2.0;1.0;4.0;50.0;12;2;1;51;51454;2;1;0.0;3.0;49.2932037782;4.0135332079;17;2;2
1;1;1;8.0;2021;39.0;1.0;0.0;3.0;4;2.0;1.0;1.0;50.0;20;8;5;34;34172;2;1;0.0;7.0;43.62613;3.86022;2;1;1
1;1;1;2.0;2021;45.0;1.0;2.0;1.0;3;2.0;2.0;1.0;70.0;25;6;1;29;29015;1;2;1.0;3.0;48.494769;-4.467028;14;2;2
2;2;2;1.0;2021;33.0;2.0;2.0;1.0;7;2.0;1.0;1.0;50.0;28;11;5;34;34095;2;1;0.0;1.0;43.546355;3.776593;3;3;2
1;1;1;1.0;2021;46.0;2.0;2.0;1.0;2;3.0;2.0;1.0;110.0;28;12;1;77;77373;1;1;0.0;2.0;48.76697;2.61353;9;2;2
1;1;1;1.0;2021;26.0;2.0;0.0;1.0;2;3.0;2.0;1.0;90.0;28;11;1;95;95572;1;1;1.0;6.0;49.0355638582;2.1169312712;11;1;1
1;1;2;8.0;2021;34.0;1.0;0.0;1.0;7;2.0;1.0;1.0;50.0;28;9;1;45;45232;2;6;0.0;3.0;47.85685;1.90317;9;3;2
2;2;2;1.0;2021;20.0;2.0;0.0;1.0;2;3.0;2.0;1.0;110.0;1;2;2;29;29232;1;1;1.0;6.0;47.9863094335;-4.0234357495;8;3;2
1;1;1;2.0;2021;61.0;1.0;2.0;1.0;1;1.0;1.0;1.0;90.0;9;7;1;13;13215;1;1;0.0;3.0;43.36685;5.36078;11;3;3
1;1;2;8.0;2021;30.0;2.0;2.0;1.0;7;3.0;1.0;1.0;30.0;29;7;1;69;69199;2;3;0.0;3.0;45.71311;4.85502;19;2;2
1;1;1;2.0;2021;23.0;1.0;2.0;1.0;3;1.0;1.0;1.0;50.0;28;4;1;92;92004;2;1;0.0;3.0;48.91134;2.29837;7;2;2
10;3;1;0.0;2021;46.0;4.0;1.0;1.0;1;1.0;2.0;1.0;90.0;7;12;3;93;93078;1;1;0.0;6.0;48.9654;2.556;4;2;1
1;1;1;8.0;2021;42.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;8;5;5;973;97302;2;1;0.0;3.0;4.9323783147;-52.3081268568;21;2;2
9;2;1;1.0;2021;6.0;2.0;0.0;1.0;3;2.0;1.0;1.0;30.0;6;7;1;63;63338;2;1;0.0;1.0;46.162218;2.833711;18;4;2
1;1;1;1.0;2021;39.0;2.0;2.0;1.0;4;1.0;1.0;1.0;50.0;2;12;1;91;91657;2;3;0.0;3.0;48.703261;2.434545;14;2;2
1;1;2;2.0;2021;24.0;1.0;2.0;3.0;4;2.0;1.0;5.0;30.0;13;9;5;75;75110;2;5;0.0;3.0;48.874816;2.3574;20;2;2
1;1;2;0.0;2021;51.0;1.0;0.0;5.0;4;2.0;1.0;1.0;50.0;27;5;1;73;73065;2;1;0.0;3.0;45.5703546899;5.9152953847;7;2;2
1;1;1;2.0;2021;54.0;1.0;2.0;5.0;3;2.0;1.0;1.0;50.0;26;4;1;68;68349;2;2;0.0;3.0;47.605595;7.571179;17;2;2
1;1;1;2.0;2021;26.0;1.0;0.0;3.0;4;3.0;2.0;1.0;50.0;29;1;5;33;33529;2;1;1.0;7.0;44.609962087;-1.1487133816;23;1;1
1;1;1;2.0;2021;28.0;1.0;2.0;1.0;3;3.0;1.0;1.0;80.0;1;6;1;38;38137;1;3;0.0;2.0;45.265762;5.46307;17;2;2
1;1;1;2.0;2021;15.0;1.0;0.0;1.0;3;2.0;2.0;1.0;50.0;28;4;1;7;7281;2;6;1.0;7.0;44.9452;4.85254;13;1;1
1;1;1;1.0;2021;22.0;2.0;0.0;1.0;7;2.0;2.0;3.0;70.0;16;5;3;13;13209;1;1;1.0;7.0;43.24091;5.46001;22;2;1
1;1;1;2.0;2021;54.0;1.0;0.0;1.0;3;2.0;1.0;1.0;50.0;17;6;5;69;69007;2;1;0.0;7.0;45.4908953949;4.8152196407;23;1;1
1;1;2;1.0;2021;29.0;2.0;2.0;1.0;4;1.0;1.0;1.0;50.0;18;6;1;59;59279;2;2;0.0;3.0;50.78241;3.134247;21;2;2
1;1;2;1.0;2021;36.0;2.0;2.0;1.0;3;1.0;1.0;1.0;70.0;4;11;1;29;29232;1;6;1.0;2.0;48.00341;-4.08392;15;2;2
1;1;1;2.0;2021;18.0;1.0;0.0;1.0;3;2.0;1.0;3.0;80.0;11;11;1;69;69219;1;1;0.0;7.0;45.6583476251;4.6925997734;15;1;1
1;1;2;2.0;2021;25.0;1.0;2.0;6.0;4;3.0;1.0;1.0;30.0;1;6;1;34;34108;2;1;0.0;3.0;43.4257718675;3.7311324477;17;3;2
1;1;2;1.0;2021;23.0;2.0;2.0;1.0;7;3.0;1.0;1.0;90.0;30;9;1;37;37122;1;1;0.0;4.0;47.3666659165;0.6542263039;8;3;3
1;1;1;2.0;2021;26.0;1.0;0.0;1.0;3;1.0;1.0;3.0;70.0;8;6;1;17;17094;1;6;0.0;7.0;46.063254;-1.063515;17;1;1
1;1;2;1.0;2021;37.0;2.0;2.0;1.0;1;3.0;1.0;1.0;130.0;4;10;1;78;78362;1;1;0.0;2.0;48.977709;1.712311;8;5;2
10;3;2;0.0;2021;31.0;2.0;1.0;1.0;7;1.0;1.0;4.0;50.0;27;5;1;13;13056;2;1;0.0;6.0;43.41192;5.04576;8;2;1
2;2;2;2.0;2021;44.0;1.0;0.0;1.0;7;2.0;1.0;3.0;80.0;7;11;1;13;13030;1;1;0.0;6.0;43.266214;5.674042;15;2;1
1;1;1;1.0;2021;57.0;2.0;2.0;1.0;4;1.0;1.0;1.0;50.0;26;1;1;92;92025;2;1;0.0;5.0;48.9280412997;2.2508118385;12;3;3
1;1;2;1.0;2021;56.0;2.0;2.0;1.0;3;2.0;2.0;1.0;30.0;25;1;1;31;31565;2;6;1.0;2.0;43.09569;0.70209;9;2;2
1;1;2;1.0;2021;72.0;2.0;2.0;1.0;4;2.0;2.0;1.0;50.0;29;12;5;10;10325;2;2;1.0;1.0;48.2623984493;4.0728378296;19;2;2
1;1;1;8.0;2021;26.0;1.0;2.0;5.0;4;2.0;1.0;1.0;50.0;9;2;1;49;49246;2;1;0.0;6.0;47.45121;-0.52021;7;2;2
1;1;1;2.0;2021;47.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;28;5;1;37;37122;2;2;0.0;6.0;47.355933618;0.6595885113;13;2;2
10;3;2;0.0;2021;83.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;17;2;1;85;85084;2;6;0.0;6.0;46.777313;-1.230083;16;2;1
1;1;2;1.0;2021;61.0;2.0;2.0;1.0;4;1.0;1.0;1.0;50.0;24;3;1;51;51454;2;1;0.0;2.0;49.2464529106;4.0316386922;17;2;2
1;1;2;2.0;2021;25.0;1.0;2.0;1.0;4;3.0;1.0;1.0;50.0;28;5;1;67;67447;2;3;0.0;3.0;48.600205;7.7536;17;2;2
1;1;1;2.0;2021;35.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;22;9;1;2;2830;2;9;1.0;1.0;50.008194;3.607131;8;2;2
1;1;2;1.0;2021;27.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;16;5;5;66;66136;2;3;0.0;3.0;42.69496;2.90412;21;2;2
1;1;2;0.0;2021;24.0;1.0;2.0;3.0;4;1.0;1.0;1.0;30.0;21;12;1;69;69383;2;2;0.0;3.0;45.7519961461;4.8960399628;8;3;2
10;3;1;0.0;2021;4.0;2.0;1.0;1.0;3;2.0;1.0;1.0;30.0;12;8;1;28;28085;2;1;0.0;1.0;48.45173;1.49149;20;3;1
1;1;1;2.0;2021;41.0;1.0;2.0;1.0;1;1.0;1.0;1.0;90.0;1;7;1;94;94069;1;1;0.0;6.0;48.81694;2.45394;13;2;2
1;1;1;2.0;2021;18.0;1.0;2.0;1.0;7;2.0;1.0;1.0;50.0;31;3;5;69;69091;2;3;0.0;3.0;45.58303;4.77701;6;2;2
1;1;1;2.0;2021;29.0;1.0;2.0;1.0;1;2.0;1.0;1.0;110.0;13;12;1;78;78043;1;1;0.0;3.0;48.830634;2.081971;16;2;2
1;1;1;0.0;2021;75.0;5.0;0.0;1.0;3;2.0;1.0;3.0;70.0;20;5;1;12;12136;1;1;0.0;6.0;44.414701;2.095497;16;1;1
10;3;1;0.0;2021;15.0;2.0;1.0;1.0;3;2.0;1.0;1.0;50.0;26;5;1;33;33238;2;1;0.0;6.0;44.741437;-0.597038;12;3;1
2;2;1;1.0;2021;21.0;2.0;2.0;1.0;7;3.0;1.0;1.0;50.0;17;9;5;63;63075;2;5;0.0;3.0;45.7751229511;3.0628470182;0;3;2
1;1;1;2.0;2021;17.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;6;6;5;94;94076;2;2;0.0;3.0;48.794405;2.358111;0;2;2
1;1;2;1.0;2021;18.0;2.0;0.0;1.0;3;2.0;1.0;1.0;70.0;25;8;5;17;17051;1;1;0.0;7.0;46.180677;-1.378747;2;6;1
1;1;1;2.0;2021;58.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;28;5;1;75;75106;2;3;0.0;3.0;48.84287;2.327178;13;2;2
1;1;1;2.0;2021;18.0;1.0;1.0;1.0;4;1.0;1.0;1.0;50.0;13;7;1;89;89024;2;1;0.0;6.0;47.79466;3.57676;15;2;1
1;1;1;0.0;2021;13.0;1.0;2.0;1.0;3;2.0;1.0;1.0;70.0;20;12;1;24;24189;1;2;0.0;3.0;44.869295;0.18629;12;2;2
10;3;1;0.0;2021;22.0;2.0;1.0;1.0;4;2.0;1.0;1.0;30.0;9;10;5;50;50129;2;3;0.0;6.0;49.63637;-1.62973;23;2;1
1;1;2;1.0;2021;73.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;2;11;1;64;64445;2;5;0.0;5.0;43.30246;-0.3794;8;3;3
2;2;2;1.0;2021;89.0;2.0;2.0;1.0;3;2.0;1.0;3.0;80.0;20;8;1;69;69078;1;1;0.0;1.0;45.6805707577;4.5345881581;10;3;2
1;1;2;8.0;2021;74.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;29;3;1;64;64153;1;3;0.0;3.0;43.513094;-0.194401;10;3;2
1;1;1;2.0;2021;57.0;1.0;9.0;1.0;7;2.0;1.0;1.0;30.0;25;6;1;13;13077;2;1;0.0;6.0;43.4086;5.00188;18;1;1
1;1;1;1.0;2021;34.0;2.0;2.0;1.0;7;3.0;1.0;1.0;50.0;29;6;1;63;63113;2;2;0.0;3.0;45.80006;3.11232;20;2;2
2;2;1;8.0;2021;29.0;2.0;0.0;1.0;4;1.0;1.0;1.0;50.0;23;7;1;75;75104;2;2;0.0;6.0;48.849515;2.365647;16;2;1
1;1;2;8.0;2021;24.0;1.0;0.0;3.0;4;1.0;1.0;5.0;50.0;2;1;1;75;75108;2;7;0.0;7.0;48.864816;2.322129;16;1;1
10;3;2;0.0;2021;65.0;2.0;1.0;1.0;6;2.0;1.0;1.0;10.0;8;3;1;78;78372;2;1;0.0;6.0;48.87919;2.09981;11;2;1
1;1;1;1.0;2021;56.0;2.0;0.0;2.0;4;2.0;1.0;1.0;50.0;28;6;1;974;97409;1;1;0.0;1.0;-20.94248;55.65738;17;2;2
1;1;1;2.0;2021;43.0;1.0;0.0;1.0;3;2.0;1.0;4.0;50.0;3;8;1;64;64101;2;1;0.0;7.0;43.208452;-0.260485;20;1;1
1;1;1;2.0;2021;44.0;1.0;0.0;1.0;4;2.0;1.0;1.0;50.0;17;8;1;51;51454;2;1;0.0;6.0;49.2593799792;4.044745335;16;1;1
2;2;1;2.0;2021;18.0;1.0;0.0;1.0;4;1.0;1.0;1.0;30.0;23;9;1;75;75111;2;3;0.0;7.0;48.855518;2.374416;15;2;1
1;1;1;2.0;2021;20.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;17;3;1;37;37214;2;6;0.0;6.0;47.4303720994;0.6727194785;8;2;2
1;1;1;1.0;2021;24.0;2.0;2.0;1.0;1;1.0;1.0;1.0;110.0;10;2;1;13;13071;1;1;0.0;2.0;43.41043;5.28448;15;2;2
1;1;2;1.0;2021;21.0;2.0;2.0;1.0;4;1.0;2.0;1.0;50.0;4;5;5;25;25056;2;1;1.0;6.0;47.23325;5.98295;20;1;1
1;1;1;2.0;2021;59.0;1.0;5.0;1.0;3;2.0;1.0;1.0;80.0;1;9;2;77;77186;1;1;0.0;6.0;48.45388;2.70578;21;1;1
1;1;1;2.0;2021;28.0;1.0;2.0;1.0;4;1.0;1.0;1.0;50.0;24;5;2;63;63113;2;2;0.0;3.0;45.77683;3.07868;21;2;2
2;2;1;8.0;2021;22.0;2.0;0.0;1.0;4;2.0;1.0;3.0;80.0;21;4;1;44;44081;1;1;0.0;7.0;46.87648;-1.586268;19;3;1
10;3;2;0.0;2021;19.0;1.0;1.0;1.0;4;2.0;2.0;1.0;50.0;21;11;5;35;35238;2;1;1.0;6.0;48.10899;-1.70584;23;2;1
1;1;2;0.0;2021;34.0;1.0;0.0;3.0;4;2.0;1.0;1.0;50.0;4;1;1;69;69383;2;1;0.0;7.0;45.7597592289;4.8679511094;9;1;1
1;1;1;2.0;2021;64.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;12;7;1;37;37261;2;3;0.0;6.0;47.3771448201;0.6882311595;14;3;2
10;3;1;0.0;2021;44.0;3.0;1.0;2.0;3;2.0;1.0;6.0;30.0;2;12;1;92;92046;2;1;0.0;6.0;48.8144193649;2.2796925902;10;2;1
1;1;1;2.0;2021;34.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;15;4;1;78;78686;2;2;0.0;3.0;48.80079;2.16204;18;3;2
1;1;1;2.0;2021;49.0;1.0;2.0;3.0;3;1.0;1.0;1.0;50.0;12;4;1;93;93053;2;1;0.0;5.0;48.9046272403;2.4702135266;18;3;3
1;1;2;2.0;2021;18.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;19;6;1;64;64483;2;1;0.0;3.0;43.3939336067;-1.6503695119;18;2;2
1;1;2;1.0;2021;23.0;2.0;2.0;1.0;3;2.0;1.0;1.0;70.0;20;3;1;39;39458;1;2;0.0;3.0;46.6163;5.6096533;14;3;2
1;1;2;1.0;2021;52.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;15;12;5;94;94068;2;2;0.0;3.0;48.789;2.509;21;3;2
